custom_id,id,entity_name,year,segment,original_metric,ground_truth_value
qa_971,971,AstraZeneca,2024,Balance_Sheet,Noncurrent Recognised Liabilities Defined Benefit Plan,1330000000.0
qa_973,973,AstraZeneca,2024,Balance_Sheet,Current Tax Liabilities Noncurrent,238000000.0
qa_974,974,AstraZeneca,2023,Balance_Sheet,Current Tax Liabilities Noncurrent,0.0
qa_975,975,AstraZeneca,2022,Balance_Sheet,Current Tax Liabilities Noncurrent,0.0
qa_977,977,AstraZeneca,2024,Balance_Sheet,Noncurrent Liabilities,35298000000.0
qa_978,978,AstraZeneca,2024,Balance_Sheet,Liabilities,63164000000.0
qa_979,979,AstraZeneca,2024,Balance_Sheet,Net Assets Liabilities,40871000000.0
qa_984,984,AstraZeneca,2024,Company_Specific_Metric,Other Reserves Other Than Merger And Capital Redemption Reserve,1411000000.0
qa_986,986,AstraZeneca,2024,Balance_Sheet,Equity Attributable To Owners Of Parent,40786000000.0
qa_988,988,AstraZeneca,2024,Balance_Sheet,Equity,40871000000.0
qa_990,990,AstraZeneca,2024,Company_Specific_Metric,Increase Decrease Through Transfer Between Other Reserves And Retained Earnings Equity,0.0
qa_991,991,AstraZeneca,2024,Company_Specific_Metric,Dividends Recognised As Distributions To Owners Of Parent Net Of Forfeiture,0.0
qa_993,993,AstraZeneca,2024,Balance_Sheet,Issue Of Equity,0.0
qa_994,994,AstraZeneca,2024,Income_Statement,Increase Decrease Through Changes In Ownership Interests In Subsidiaries That Do Not Result In Loss Of Control,0.0
qa_997,997,AstraZeneca,2024,Company_Specific_Metric,Settlement Of Share Plan Awards Equity,0.0
qa_998,998,AstraZeneca,2024,Balance_Sheet,Changes In Equity,0.0
qa_1000,1000,AstraZeneca,2024,Income_Statement,Adjustments For Finance Income Cost,-1284000000.0
qa_1001,1001,AstraZeneca,2024,Balance_Sheet,Adjustments For Undistributed Profits Of Investments Accounted For Using Equity Method,-28000000.0
qa_1002,1002,AstraZeneca,2024,Income_Statement,Adjustments For Depreciation And Amortisation Expense And Impairment Loss Reversal Of Impairment Loss Recognised In Profit Or Loss,6688000000.0
qa_1005,1005,AstraZeneca,2024,Company_Specific_Metric,Adjustments For Increase Decrease In Trade Other Payables And Provisions,-862000000.0
qa_1006,1006,AstraZeneca,2024,Company_Specific_Metric,Adjustments For Losses Gains On Disposal Of Intangible Asset,-64000000.0
qa_1007,1007,AstraZeneca,2024,Company_Specific_Metric,Contingent Consideration Fair Value Movement,311000000.0
qa_1008,1008,AstraZeneca,2024,Cash_Flow,Other Adjustments For Noncash Items,-121000000.0
qa_1009,1009,AstraZeneca,2024,Cash_Flow,Cash Flows From Used In Operations,15924000000.0
qa_1010,1010,AstraZeneca,2024,Cash_Flow,Interest Paid Classified As Operating Activities,1313000000.0
qa_1011,1011,AstraZeneca,2024,Cash_Flow,Income Taxes Paid Refund Classified As Operating Activities,2750000000.0
qa_1012,1012,AstraZeneca,2024,Cash_Flow,Cash Flows From Used In Operating Activities,11861000000.0
qa_1013,1013,AstraZeneca,2024,Company_Specific_Metric,Upfront Payments On Business Combinations Classified As Investing Activities,2771000000.0
qa_1014,1014,AstraZeneca,2024,Company_Specific_Metric,Payments Upon Vesting Of Employee Share Awards Attributable To Business Combinations,3000000.0
qa_1015,1015,AstraZeneca,2024,Company_Specific_Metric,Contingent Consideration Payment Business Combinations Classified As Investing Activities,1008000000.0
qa_1016,1016,AstraZeneca,2024,Cash_Flow,Purchase Of Property Plant And Equipment Classified As Investing Activities,1924000000.0
qa_1017,1017,AstraZeneca,2024,Cash_Flow,Proceeds From Sales Of Property Plant And Equipment Classified As Investing Activities,55000000.0
qa_1018,1018,AstraZeneca,2024,Cash_Flow,Purchase Of Intangible Assets Classified As Investing Activities,2662000000.0
qa_1019,1019,AstraZeneca,2024,Cash_Flow,Proceeds From Sales Of Intangible Assets Classified As Investing Activities,123000000.0
qa_1020,1020,AstraZeneca,2024,Company_Specific_Metric,Inflows Outflows Of Cash Related To Profit Participation Liability Classified As Investing Activities,0.0
qa_1021,1021,AstraZeneca,2024,Cash_Flow,Purchase Of Other Longterm Assets Classified As Investing Activities,96000000.0
qa_1022,1022,AstraZeneca,2024,Cash_Flow,Proceeds From Other Longterm Assets Classified As Investing Activities,78000000.0
qa_1023,1023,AstraZeneca,2024,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,30000000.0
qa_1024,1024,AstraZeneca,2024,Cash_Flow,Other Cash Payments To Acquire Interests In Joint Ventures Classified As Investing Activities,158000000.0
qa_1025,1025,AstraZeneca,2024,Balance_Sheet,Proceeds From Sales Of Investments Accounted For Using Equity Method,13000000.0
qa_1026,1026,AstraZeneca,2024,Cash_Flow,Interest Received Classified As Investing Activities,343000000.0
qa_1027,1027,AstraZeneca,2024,Cash_Flow,Cash Flows From Used In Investing Activities,-7980000000.0
qa_1028,1028,AstraZeneca,2024,Company_Specific_Metric,Cash Flows From Used In Operating And Investing Activities,3881000000.0
qa_1033,1033,AstraZeneca,2024,Cash_Flow,Proceeds From Borrowings Classified As Financing Activities,6492000000.0
qa_1034,1034,AstraZeneca,2024,Cash_Flow,Repayments Of Borrowings Classified As Financing Activities,4652000000.0
qa_1035,1035,AstraZeneca,2024,Cash_Flow,Dividends Paid Classified As Financing Activities,4629000000.0
qa_1036,1036,AstraZeneca,2024,Company_Specific_Metric,Hedge Contracts Relating To Dividend Payments Receipts Classified As Financing Activities,-16000000.0
qa_1037,1037,AstraZeneca,2024,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,316000000.0
qa_1038,1038,AstraZeneca,2024,Cash_Flow,Cash Flows From Used In Increase Decrease In Current Borrowings,-31000000.0
qa_1039,1039,AstraZeneca,2023,Cash_Flow,Cash Flows From Used In Increase Decrease In Current Borrowings,161000000.0
qa_1040,1040,AstraZeneca,2022,Cash_Flow,Cash Flows From Used In Increase Decrease In Current Borrowings,74000000.0
qa_1041,1041,AstraZeneca,2024,Company_Specific_Metric,Payment Of Share Purchase Liabilities,833000000.0
qa_1042,1042,AstraZeneca,2024,Cash_Flow,Cash Flows From Used In Financing Activities,-3996000000.0
qa_1043,1043,AstraZeneca,2024,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,-115000000.0
qa_1044,1044,AstraZeneca,2024,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,-93000000.0
qa_1045,1045,AstraZeneca,2024,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,5429000000.0
qa_1207,1207,GSK,2022,Income_Statement,Revenue,29324000000.0
qa_1208,1208,GSK,2021,Income_Statement,Revenue,24696000000.0
qa_1209,1209,GSK,2020,Income_Statement,Revenue,24354000000.0
qa_1213,1213,GSK,2022,Income_Statement,Gross Profit,19770000000.0
qa_1214,1214,GSK,2021,Income_Statement,Gross Profit,16533000000.0
qa_1215,1215,GSK,2020,Income_Statement,Gross Profit,16425000000.0
qa_1216,1216,GSK,2022,Income_Statement,Selling General And Administrative Expense,8372000000.0
qa_1217,1217,GSK,2021,Income_Statement,Selling General And Administrative Expense,7070000000.0
qa_1218,1218,GSK,2020,Income_Statement,Selling General And Administrative Expense,7437000000.0
qa_1219,1219,GSK,2022,Income_Statement,Research And Development Expense,5488000000.0
qa_1220,1220,GSK,2021,Income_Statement,Research And Development Expense,5019000000.0
qa_1221,1221,GSK,2020,Income_Statement,Research And Development Expense,4793000000.0
qa_1222,1222,GSK,2022,Income_Statement,Revenue From Royalties,758000000.0
qa_1223,1223,GSK,2021,Income_Statement,Revenue From Royalties,417000000.0
qa_1224,1224,GSK,2020,Income_Statement,Revenue From Royalties,321000000.0
qa_1225,1225,GSK,2022,Income_Statement,Other Operating Income Expense,-235000000.0
qa_1226,1226,GSK,2021,Income_Statement,Other Operating Income Expense,-504000000.0
qa_1227,1227,GSK,2020,Income_Statement,Other Operating Income Expense,1463000000.0
qa_1228,1228,GSK,2022,Cash_Flow,Profit Loss From Operating Activities,6433000000.0
qa_1229,1229,GSK,2021,Cash_Flow,Profit Loss From Operating Activities,4357000000.0
qa_1230,1230,GSK,2020,Cash_Flow,Profit Loss From Operating Activities,5979000000.0
qa_1231,1231,GSK,2022,Income_Statement,Finance Income,76000000.0
qa_1232,1232,GSK,2021,Income_Statement,Finance Income,14000000.0
qa_1233,1233,GSK,2020,Income_Statement,Finance Income,32000000.0
qa_1237,1237,GSK,2022,Company_Specific_Metric,Gain Loss On Disposal Of Interest In Associate,0.0
qa_1238,1238,GSK,2021,Company_Specific_Metric,Gain Loss On Disposal Of Interest In Associate,-36000000.0
qa_1239,1239,GSK,2020,Company_Specific_Metric,Gain Loss On Disposal Of Interest In Associate,0.0
qa_1240,1240,GSK,2022,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,-2000000.0
qa_1241,1241,GSK,2021,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,33000000.0
qa_1242,1242,GSK,2020,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,33000000.0
qa_1243,1243,GSK,2022,Income_Statement,Profit Loss Before Tax,5628000000.0
qa_1244,1244,GSK,2021,Income_Statement,Profit Loss Before Tax,3599000000.0
qa_1245,1245,GSK,2020,Income_Statement,Profit Loss Before Tax,5170000000.0
qa_1246,1246,GSK,2022,Income_Statement,Income Tax Expense Continuing Operations,707000000.0
qa_1247,1247,GSK,2021,Income_Statement,Income Tax Expense Continuing Operations,83000000.0
qa_1248,1248,GSK,2020,Income_Statement,Income Tax Expense Continuing Operations,67000000.0
qa_1249,1249,GSK,2022,Income_Statement,Profit Loss From Continuing Operations,4921000000.0
qa_1250,1250,GSK,2021,Income_Statement,Profit Loss From Continuing Operations,3516000000.0
qa_1251,1251,GSK,2020,Income_Statement,Profit Loss From Continuing Operations,5103000000.0
qa_1252,1252,GSK,2022,Company_Specific_Metric,Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger,3049000000.0
qa_1253,1253,GSK,2021,Company_Specific_Metric,Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger,1580000000.0
qa_1254,1254,GSK,2020,Company_Specific_Metric,Profit After Taxation From Discontinued Operations And Other Gains Losses From The Demerger,1285000000.0
qa_1255,1255,GSK,2022,Company_Specific_Metric,Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger,7651000000.0
qa_1256,1256,GSK,2021,Company_Specific_Metric,Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger,0.0
qa_1257,1257,GSK,2020,Company_Specific_Metric,Remeasurement Of Discontinued Operations Distributed To Shareholders On Demerger,0.0
qa_1258,1258,GSK,2022,Income_Statement,Profit Loss From Discontinued Operations,10700000000.0
qa_1259,1259,GSK,2021,Income_Statement,Profit Loss From Discontinued Operations,1580000000.0
qa_1260,1260,GSK,2020,Income_Statement,Profit Loss From Discontinued Operations,1285000000.0
qa_1261,1261,GSK,2022,Income_Statement,Profit Loss,15621000000.0
qa_1262,1262,GSK,2021,Income_Statement,Profit Loss,5096000000.0
qa_1263,1263,GSK,2020,Income_Statement,Profit Loss,6388000000.0
qa_1264,1264,GSK,2022,Income_Statement,Profit Loss From Continuing Operations Attributable To Noncontrolling Interests,460000000.0
qa_1265,1265,GSK,2021,Income_Statement,Profit Loss From Continuing Operations Attributable To Noncontrolling Interests,200000000.0
qa_1266,1266,GSK,2020,Income_Statement,Profit Loss From Continuing Operations Attributable To Noncontrolling Interests,230000000.0
qa_1267,1267,GSK,2022,Income_Statement,Income From Continuing Operations Attributable To Owners Of Parent,4461000000.0
qa_1268,1268,GSK,2021,Income_Statement,Income From Continuing Operations Attributable To Owners Of Parent,3316000000.0
qa_1269,1269,GSK,2020,Income_Statement,Income From Continuing Operations Attributable To Owners Of Parent,4873000000.0
qa_1270,1270,GSK,2022,Income_Statement,Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests,205000000.0
qa_1271,1271,GSK,2021,Income_Statement,Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests,511000000.0
qa_1272,1272,GSK,2020,Income_Statement,Profit Loss From Discontinued Operations Attributable To Noncontrolling Interests,409000000.0
qa_1273,1273,GSK,2022,Income_Statement,Income From Discontinued Operations Attributable To Owners Of Parent,10495000000.0
qa_1274,1274,GSK,2021,Income_Statement,Income From Discontinued Operations Attributable To Owners Of Parent,1069000000.0
qa_1275,1275,GSK,2020,Income_Statement,Income From Discontinued Operations Attributable To Owners Of Parent,876000000.0
qa_1276,1276,GSK,2022,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,665000000.0
qa_1277,1277,GSK,2021,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,711000000.0
qa_1278,1278,GSK,2020,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,639000000.0
qa_1279,1279,GSK,2022,Income_Statement,Profit Loss Attributable To Owners Of Parent,14956000000.0
qa_1280,1280,GSK,2021,Income_Statement,Profit Loss Attributable To Owners Of Parent,4385000000.0
qa_1281,1281,GSK,2020,Income_Statement,Profit Loss Attributable To Owners Of Parent,5749000000.0
qa_1282,1282,GSK,2022,Income_Statement,Basic Earnings Loss Per Share From Continuing Operations,1.108
qa_1283,1283,GSK,2021,Income_Statement,Basic Earnings Loss Per Share From Continuing Operations,0.829
qa_1284,1284,GSK,2020,Income_Statement,Basic Earnings Loss Per Share From Continuing Operations,1.224
qa_1285,1285,GSK,2022,Income_Statement,Basic Earnings Loss Per Share From Discontinued Operations,2.606
qa_1286,1286,GSK,2021,Income_Statement,Basic Earnings Loss Per Share From Discontinued Operations,0.267
qa_1287,1287,GSK,2020,Income_Statement,Basic Earnings Loss Per Share From Discontinued Operations,0.22
qa_1288,1288,GSK,2022,Income_Statement,Basic Earnings Loss Per Share,3.714
qa_1289,1289,GSK,2021,Income_Statement,Basic Earnings Loss Per Share,1.096
qa_1290,1290,GSK,2020,Income_Statement,Basic Earnings Loss Per Share,1.444
qa_1291,1291,GSK,2022,Income_Statement,Diluted Earnings Loss Per Share From Continuing Operations,1.092
qa_1292,1292,GSK,2021,Income_Statement,Diluted Earnings Loss Per Share From Continuing Operations,0.818
qa_1293,1293,GSK,2020,Income_Statement,Diluted Earnings Loss Per Share From Continuing Operations,1.209
qa_1294,1294,GSK,2022,Income_Statement,Diluted Earnings Loss Per Share From Discontinued Operations,2.57
qa_1295,1295,GSK,2021,Income_Statement,Diluted Earnings Loss Per Share From Discontinued Operations,0.264
qa_1296,1296,GSK,2020,Income_Statement,Diluted Earnings Loss Per Share From Discontinued Operations,0.217
qa_1297,1297,GSK,2022,Income_Statement,Diluted Earnings Loss Per Share,3.662
qa_1298,1298,GSK,2021,Income_Statement,Diluted Earnings Loss Per Share,1.082
qa_1299,1299,GSK,2020,Income_Statement,Diluted Earnings Loss Per Share,1.426
qa_1300,1300,GSK,2022,Income_Statement,Gains Losses On Exchange Differences On Translation Before Tax,113000000.0
qa_1301,1301,GSK,2021,Income_Statement,Gains Losses On Exchange Differences On Translation Before Tax,-339000000.0
qa_1302,1302,GSK,2020,Income_Statement,Gains Losses On Exchange Differences On Translation Before Tax,-416000000.0
qa_1306,1306,GSK,2022,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,-18000000.0
qa_1307,1307,GSK,2021,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,5000000.0
qa_1308,1308,GSK,2020,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,-19000000.0
qa_1309,1309,GSK,2022,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Before Tax,-14000000.0
qa_1310,1310,GSK,2021,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Before Tax,-12000000.0
qa_1311,1311,GSK,2020,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Before Tax,-54000000.0
qa_1312,1312,GSK,2022,Cash_Flow,Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income,-9000000.0
qa_1313,1313,GSK,2021,Cash_Flow,Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income,8000000.0
qa_1314,1314,GSK,2020,Cash_Flow,Income Tax Relating To Cash Flow Hedges Of Other Comprehensive Income,18000000.0
qa_1315,1315,GSK,2022,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,120000000.0
qa_1316,1316,GSK,2021,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,-355000000.0
qa_1317,1317,GSK,2020,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,-363000000.0
qa_1318,1318,GSK,2022,Company_Specific_Metric,Exchange Movements On Overseas Net Assets Of Non Controlling Interests,-28000000.0
qa_1319,1319,GSK,2021,Company_Specific_Metric,Exchange Movements On Overseas Net Assets Of Non Controlling Interests,-20000000.0
qa_1320,1320,GSK,2020,Company_Specific_Metric,Exchange Movements On Overseas Net Assets Of Non Controlling Interests,-10000000.0
qa_1321,1321,GSK,2022,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,-754000000.0
qa_1322,1322,GSK,2021,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,-911000000.0
qa_1323,1323,GSK,2020,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,1346000000.0
qa_1324,1324,GSK,2022,Balance_Sheet,Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income,-56000000.0
qa_1325,1325,GSK,2021,Balance_Sheet,Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income,-131000000.0
qa_1326,1326,GSK,2020,Balance_Sheet,Income Tax Relating To Investments In Equity Instruments Of Other Comprehensive Income,220000000.0
qa_1327,1327,GSK,2022,Income_Statement,Other Comprehensive Income Before Tax Gains Losses On Remeasurements Of Defined Benefit Plans,-786000000.0
qa_1328,1328,GSK,2021,Income_Statement,Other Comprehensive Income Before Tax Gains Losses On Remeasurements Of Defined Benefit Plans,940000000.0
qa_1329,1329,GSK,2020,Income_Statement,Other Comprehensive Income Before Tax Gains Losses On Remeasurements Of Defined Benefit Plans,-164000000.0
qa_1330,1330,GSK,2022,Income_Statement,Income Tax Relating To Remeasurements Of Defined Benefit Plans Of Other Comprehensive Income,-211000000.0
qa_1331,1331,GSK,2021,Income_Statement,Income Tax Relating To Remeasurements Of Defined Benefit Plans Of Other Comprehensive Income,223000000.0
qa_1332,1332,GSK,2020,Income_Statement,Income Tax Relating To Remeasurements Of Defined Benefit Plans Of Other Comprehensive Income,-55000000.0
qa_1333,1333,GSK,2022,Company_Specific_Metric,Fair Value Movements On Cash Flow Hedges Not Reclassified,-6000000.0
qa_1334,1334,GSK,2021,Company_Specific_Metric,Fair Value Movements On Cash Flow Hedges Not Reclassified,0.0
qa_1335,1335,GSK,2020,Company_Specific_Metric,Fair Value Movements On Cash Flow Hedges Not Reclassified,0.0
qa_1336,1336,GSK,2022,Income_Statement,Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss Net Of Tax,-1307000000.0
qa_1337,1337,GSK,2021,Income_Statement,Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss Net Of Tax,-83000000.0
qa_1338,1338,GSK,2020,Income_Statement,Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss Net Of Tax,1007000000.0
qa_1339,1339,GSK,2022,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Continuing Operations,-1187000000.0
qa_1340,1340,GSK,2021,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Continuing Operations,-438000000.0
qa_1341,1341,GSK,2020,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Continuing Operations,644000000.0
qa_1342,1342,GSK,2022,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Discontinued Operations,356000000.0
qa_1343,1343,GSK,2021,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Discontinued Operations,101000000.0
qa_1344,1344,GSK,2020,Company_Specific_Metric,Other Comprehensive Expense Income For The Year From Discontinued Operations,326000000.0
qa_1345,1345,GSK,2022,Income_Statement,Comprehensive Income,14790000000.0
qa_1346,1346,GSK,2021,Income_Statement,Comprehensive Income,4759000000.0
qa_1347,1347,GSK,2020,Income_Statement,Comprehensive Income,7358000000.0
qa_1348,1348,GSK,2022,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,14153000000.0
qa_1349,1349,GSK,2021,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,4068000000.0
qa_1350,1350,GSK,2020,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,6753000000.0
qa_1351,1351,GSK,2022,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,637000000.0
qa_1352,1352,GSK,2021,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,691000000.0
qa_1353,1353,GSK,2020,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,605000000.0
qa_1356,1356,GSK,2022,Balance_Sheet,Rightofuse Assets,687000000.0
qa_1357,1357,GSK,2021,Balance_Sheet,Rightofuse Assets,740000000.0
qa_1360,1360,GSK,2022,Balance_Sheet,Intangible Assets Other Than Goodwill,14318000000.0
qa_1361,1361,GSK,2021,Balance_Sheet,Intangible Assets Other Than Goodwill,30079000000.0
qa_1362,1362,GSK,2022,Balance_Sheet,Investment Accounted For Using Equity Method,74000000.0
qa_1363,1363,GSK,2021,Balance_Sheet,Investment Accounted For Using Equity Method,88000000.0
qa_1364,1364,GSK,2022,Balance_Sheet,Noncurrent Investments Other Than Investments Accounted For Using Equity Method,1467000000.0
qa_1365,1365,GSK,2021,Balance_Sheet,Noncurrent Investments Other Than Investments Accounted For Using Equity Method,2126000000.0
qa_1366,1366,GSK,2022,Balance_Sheet,Deferred Tax Assets,5658000000.0
qa_1367,1367,GSK,2021,Balance_Sheet,Deferred Tax Assets,5218000000.0
qa_1368,1368,GSK,2022,Balance_Sheet,Noncurrent Derivative Financial Assets,0.0
qa_1369,1369,GSK,2021,Balance_Sheet,Noncurrent Derivative Financial Assets,18000000.0
qa_1370,1370,GSK,2022,Balance_Sheet,Other Noncurrent Assets,1194000000.0
qa_1371,1371,GSK,2021,Balance_Sheet,Other Noncurrent Assets,1676000000.0
qa_1372,1372,GSK,2022,Balance_Sheet,Noncurrent Assets,39377000000.0
qa_1373,1373,GSK,2021,Balance_Sheet,Noncurrent Assets,60429000000.0
qa_1376,1376,GSK,2022,Balance_Sheet,Current Tax Assets,405000000.0
qa_1377,1377,GSK,2021,Balance_Sheet,Current Tax Assets,486000000.0
qa_1380,1380,GSK,2022,Balance_Sheet,Current Derivative Financial Assets,190000000.0
qa_1381,1381,GSK,2021,Balance_Sheet,Current Derivative Financial Assets,188000000.0
qa_1382,1382,GSK,2022,Balance_Sheet,Current Financial Assets At Fair Value Through Profit Or Loss Classified As Held For Trading,4087000000.0
qa_1383,1383,GSK,2021,Balance_Sheet,Current Financial Assets At Fair Value Through Profit Or Loss Classified As Held For Trading,0.0
qa_1384,1384,GSK,2022,Balance_Sheet,Other Current Financial Assets,67000000.0
qa_1385,1385,GSK,2021,Balance_Sheet,Other Current Financial Assets,61000000.0
qa_1386,1386,GSK,2022,Cash_Flow,Cash And Cash Equivalents,3723000000.0
qa_1387,1387,GSK,2021,Cash_Flow,Cash And Cash Equivalents,4274000000.0
qa_1388,1388,GSK,2022,Balance_Sheet,Noncurrent Assets Or Disposal Groups Classified As Held For Sale Or As Held For Distribution To Owners,98000000.0
qa_1389,1389,GSK,2021,Balance_Sheet,Noncurrent Assets Or Disposal Groups Classified As Held For Sale Or As Held For Distribution To Owners,22000000.0
qa_1390,1390,GSK,2022,Balance_Sheet,Current Assets,20769000000.0
qa_1391,1391,GSK,2021,Balance_Sheet,Current Assets,18674000000.0
qa_1392,1392,GSK,2022,Balance_Sheet,Assets,60146000000.0
qa_1393,1393,GSK,2021,Balance_Sheet,Assets,79103000000.0
qa_1396,1396,GSK,2022,Balance_Sheet,Other Current Financial Liabilities,1289000000.0
qa_1397,1397,GSK,2021,Balance_Sheet,Other Current Financial Liabilities,958000000.0
qa_1400,1400,GSK,2022,Balance_Sheet,Current Derivative Financial Liabilities,183000000.0
qa_1401,1401,GSK,2021,Balance_Sheet,Current Derivative Financial Liabilities,227000000.0
qa_1402,1402,GSK,2022,Balance_Sheet,Current Tax Liabilities,471000000.0
qa_1403,1403,GSK,2021,Balance_Sheet,Current Tax Liabilities,489000000.0
qa_1406,1406,GSK,2022,Balance_Sheet,Current Liabilities,22810000000.0
qa_1407,1407,GSK,2021,Balance_Sheet,Current Liabilities,23670000000.0
qa_1410,1410,GSK,2022,Balance_Sheet,Current Tax Liabilities Noncurrent,127000000.0
qa_1411,1411,GSK,2021,Balance_Sheet,Current Tax Liabilities Noncurrent,180000000.0
qa_1412,1412,GSK,2022,Balance_Sheet,Deferred Tax Liabilities,289000000.0
qa_1413,1413,GSK,2021,Balance_Sheet,Deferred Tax Liabilities,3556000000.0
qa_1418,1418,GSK,2022,Balance_Sheet,Noncurrent Derivative Financial Liabilities,0.0
qa_1419,1419,GSK,2021,Balance_Sheet,Noncurrent Derivative Financial Liabilities,1000000.0
qa_1420,1420,GSK,2022,Balance_Sheet,Other Noncurrent Financial Liabilities,5779000000.0
qa_1421,1421,GSK,2021,Balance_Sheet,Other Noncurrent Financial Liabilities,5118000000.0
qa_1422,1422,GSK,2022,Balance_Sheet,Other Noncurrent Liabilities,899000000.0
qa_1423,1423,GSK,2021,Balance_Sheet,Other Noncurrent Liabilities,921000000.0
qa_1424,1424,GSK,2022,Balance_Sheet,Noncurrent Liabilities,27240000000.0
qa_1425,1425,GSK,2021,Balance_Sheet,Noncurrent Liabilities,34091000000.0
qa_1426,1426,GSK,2022,Balance_Sheet,Liabilities,50050000000.0
qa_1427,1427,GSK,2021,Balance_Sheet,Liabilities,57761000000.0
qa_1428,1428,GSK,2022,Balance_Sheet,Net Assets Liabilities,10096000000.0
qa_1429,1429,GSK,2021,Balance_Sheet,Net Assets Liabilities,21342000000.0
qa_1438,1438,GSK,2022,Balance_Sheet,Equity Attributable To Owners Of Parent,10598000000.0
qa_1439,1439,GSK,2021,Balance_Sheet,Equity Attributable To Owners Of Parent,15055000000.0
qa_1442,1442,GSK,2022,Balance_Sheet,Equity,10096000000.0
qa_1443,1443,GSK,2021,Balance_Sheet,Equity,21342000000.0
qa_1444,1444,GSK,2019,Balance_Sheet,Equity,1346000000.0
qa_1445,1445,GSK,2020,Income_Statement,Other Comprehensive Income,0.0
qa_1447,1447,GSK,2020,Company_Specific_Metric,Increase Through Other Contributions By Noncontrolling Interests Equity,0.0
qa_1448,1448,GSK,2020,Balance_Sheet,Increase Decrease Through Transfers And Other Changes Equity,0.0
qa_1450,1450,GSK,2020,Income_Statement,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,0.0
qa_1451,1451,GSK,2020,Company_Specific_Metric,Share Of Associates And Joint Ventures Realised Profits On Disposal Of Equity Investments,0.0
qa_1452,1452,GSK,2020,Balance_Sheet,Issue Of Equity,0.0
qa_1453,1453,GSK,2020,Company_Specific_Metric,Shares Acquired By Esop Trusts,0.0
qa_1454,1454,GSK,2020,Company_Specific_Metric,Write Down Of Shares Held By Employee Stock Ownership Plan,0.0
qa_1457,1457,GSK,2020,Balance_Sheet,Equity,1346000000.0
qa_1458,1458,GSK,2021,Income_Statement,Other Comprehensive Income,0.0
qa_1460,1460,GSK,2021,Company_Specific_Metric,Increase Through Other Contributions By Noncontrolling Interests Equity,0.0
qa_1462,1462,GSK,2021,Balance_Sheet,Issue Of Equity,1000000.0
qa_1463,1463,GSK,2021,Income_Statement,Profits Losses On Disposal Of Investments And Changes In Value Of Investments,0.0
